anonID,eProfileClass,fuelTypes,ACORN_Category,ACORN_Group,ACORN_Type,ACORN_Code,ACORN_Description,NUTS4,LACode,NUTS1,gspGroup,LDZ,Elec_Tout,Gas_Tout
1607,2,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKF2202,31UC,UKF,_B,EM,0,0
1608,2,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF1400,00FY,UKF,_B,EM,0,0
1609,1,Dual,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,UKG3100,00CN,UKG,_E,WM,0,0
1610,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKM2102,00QJ,UKM,_P,SC,0,1
1611,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",UKM3800,00RF,UKM,_N,SC,0,0
1612,1,Dual,2,F,21,"2 ,F ,21","Singles and sharers, multi-ethnic areas",UKI1206,00BB,UKI,_C,NT,0,0
1613,1,Dual,5,N,49,"5 ,N ,49","Large families and single parents, many children",UKF2100,00FN,UKF,_B,EM,0,0
1614,1,ElecOnly,5,O,50,"5 ,O ,50","Single elderly people, council flats",UKM2101,00QC,UKM,_P,--,1,0
1615,1,ElecOnly,2,E,18,"2 ,E ,18","Multi-ethnic young, converted flats",UKI2202,00AH,UKI,_J,--,0,0
1616,1,Dual,5,N,46,"5 ,N ,46","Low income, routine jobs, terraces and flats",UKF1400,00FY,UKF,_B,EM,0,0
1617,1,ElecOnly,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",UKJ3301,24UB,UKJ,_H,--,0,0
1618,1,Dual,5,O,51,"5 ,O ,51","Single parents and pensioners, council terraces",--,--,UKF,_B,EM,0,0
1619,1,Dual,4,K,38,"4 ,K ,38",Low income Asian families,UKF2100,00FN,UKF,_B,EM,0,0
1620,1,ElecOnly,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKF2204,31UE,UKF,_B,--,0,0
1623,1,Dual,3,H,27,"3 ,H ,27","Middle income, home owning areas",--,--,--,--,--,0,0
1624,2,ElecOnly,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",--,--,UKG,_B,--,0,0
1625,2,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKF1304,17UG,UKF,_B,EM,0,0
1626,1,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKF1501,37UB,UKF,_B,EM,0,0
1627,1,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKJ3301,24UB,UKJ,_H,SO,0,0
1628,2,Dual,5,N,46,"5 ,N ,46","Low income, routine jobs, terraces and flats",UKF1400,00FY,UKF,_B,EM,0,0
1629,2,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",UKG1305,44UF,UKG,_B,WM,0,0
1630,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKJ,_H,SO,0,0
1631,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKM2701,00RB,UKM,_P,--,1,0
1633,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKF1601,37UD,UKF,_B,EM,0,0
1634,1,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKL1606,00PM,UKL,_K,WS,1,1
1635,1,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,UKL1604,00PK,UKL,_K,--,1,0
1636,2,ElecOnly,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKF1602,37UE,UKF,_B,--,0,0
1637,1,Dual,3,H,27,"3 ,H ,27","Middle income, home owning areas",--,--,UKF,_B,EM,0,0
1638,2,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",--,--,UKF,_B,--,0,0
1639,1,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKG3200,00CT,UKG,_E,WM,0,0
1640,1,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKF2204,31UE,UKF,_B,EM,0,0
1641,2,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKF2305,34UF,UKF,_B,--,0,0
1642,2,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",--,--,UKF,_B,EM,0,0
1643,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,UKM2701,00RB,UKM,_P,--,1,0
1644,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKG3200,00CT,UKG,_E,WM,0,0
1645,1,ElecOnly,2,E,15,"2 ,E ,15","Affluent urban professionals, flats",UKI2307,00BD,UKI,--,--,0,0
1646,1,ElecOnly,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",--,--,--,--,--,0,0
1647,1,ElecOnly,4,K,38,"4 ,K ,38",Low income Asian families,UKF1100,00FK,UKF,_B,--,0,0
1648,1,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",--,--,UKG,_E,WM,0,0
1649,1,Dual,3,H,27,"3 ,H ,27","Middle income, home owning areas",UKJ2308,43UJ,UKJ,_H,SO,1,1
1650,2,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKF1302,17UK,UKF,_B,EM,0,0
1651,2,Dual,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,--,--,UKG,_E,WM,0,0
1652,1,ElecOnly,4,M,42,"4 ,M ,42","Home owning families, terraces",UKL2104,00PR,UKL,_K,--,0,0
1654,2,Dual,4,L,40,"4 ,L ,40",Young working families,--,--,UKF,_B,EM,0,0
1655,2,Dual,4,M,43,"4 ,M ,43","Older people, rented terraces",UKF2202,31UC,UKF,_B,EM,0,0
1656,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ3306,24UG,UKJ,_H,SO,0,0
1657,2,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",--,--,UKG,_B,WM,0,0
1658,1,Dual,5,O,52,"5 ,O ,52","Families and single parents, council flats",UKM2701,00RB,UKM,_P,SC,1,1
1659,2,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,--,--,UKF,_B,EM,0,0
1660,1,ElecOnly,4,M,42,"4 ,M ,42","Home owning families, terraces",UKF1301,17UB,UKF,_B,--,0,0
1661,1,ElecOnly,3,H,29,"3 ,H ,29",Mature families in suburban semis,--,--,UKL,_K,--,0,0
1662,1,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,--,--,UKL,_K,WS,0,1
1664,2,ElecOnly,3,G,24,"3 ,G ,24","Young couples, flats and terraces",--,--,UKF,_B,--,0,0
1665,2,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF1603,37UJ,UKF,_B,EM,0,0
1666,2,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKF1304,17UG,UKF,_B,EM,0,0
1667,1,ElecOnly,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,UKM2701,00RB,UKM,_P,--,1,0
1668,1,ElecOnly,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKJ2310,43UL,UKJ,_H,--,1,0
1669,1,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",UKJ3306,24UG,UKJ,_H,SO,0,1
1670,1,ElecOnly,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKJ3301,24UB,UKJ,_H,--,0,0
1671,1,ElecOnly,5,Q,56,"5 ,Q ,56",Multi-ethnic crowded flats,UKI1207,00BE,UKI,_C,SE,0,0
1672,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKG1303,44UD,UKG,_B,WM,0,0
1673,2,ElecOnly,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKF2305,34UF,UKF,_B,--,0,0
1674,1,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKL1606,00PM,UKL,_K,WS,1,1
1675,1,ElecOnly,4,M,43,"4 ,M ,43","Older people, rented terraces",--,--,UKL,_K,--,1,0
1676,1,ElecOnly,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",--,--,--,--,--,0,0
1677,2,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKF2305,34UF,UKF,_B,EM,0,0
1678,1,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,--,--,UKF,_B,--,0,0
1679,1,Dual,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",UKM3800,00RF,UKM,_N,SC,1,1
1680,1,ElecOnly,3,H,29,"3 ,H ,29",Mature families in suburban semis,--,--,UKL,_K,--,1,0
1681,1,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKJ2308,43UJ,UKJ,_H,SO,1,1
1682,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKL2103,00PP,UKL,_K,WS,1,1
1683,1,Dual,2,D,13,"2 ,D ,13","Well-off professionals, larger houses and converted flats",--,--,UKG,_E,WM,0,0
1684,2,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKF1601,37UD,UKF,_B,EM,0,0
1685,1,Dual,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,--,--,UKF,_B,EM,0,0
1686,1,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKL2104,00PR,UKL,_K,WS,0,0
1687,1,Dual,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKJ,_H,SO,1,1
1688,1,ElecOnly,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKM3800,00RF,UKM,_N,SC,0,0
1690,1,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,UKL2104,00PR,UKL,_K,--,1,0
1691,2,Dual,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKF1602,37UE,UKF,_B,EM,0,0
1692,1,ElecOnly,4,L,40,"4 ,L ,40",Young working families,UKL1503,00PF,UKL,_K,--,0,0
1693,2,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKF1603,37UJ,UKF,_B,EM,0,0
1694,1,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKG1201,47UB,UKG,_E,WM,0,0
1695,1,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,--,--,UKJ,_J,SE,0,0
1696,1,Dual,3,H,27,"3 ,H ,27","Middle income, home owning areas",UKG1305,44UF,UKG,_B,WM,0,0
1697,2,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",--,--,UKF,_B,EM,0,0
1698,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ3302,24UC,UKJ,_H,SO,1,1
1699,2,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",--,--,UKF,_B,EM,0,0
1700,1,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,--,--,UKJ,_J,SE,0,0
1701,1,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",--,--,UKJ,_J,SE,0,0
1702,1,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKG2300,00GL,UKG,_E,WM,0,0
1703,1,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKG3401,00CR,UKG,_E,WM,0,0
1704,2,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF1202,17UD,UKF,_B,EM,0,0
1705,1,ElecOnly,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",UKJ3306,24UG,UKJ,_H,--,1,0
1706,2,ElecOnly,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKF1301,17UB,UKF,_B,--,0,0
1707,1,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKM2701,00RB,UKM,_P,SC,1,1
1708,1,ElecOnly,4,M,42,"4 ,M ,42","Home owning families, terraces",UKF2304,34UE,UKF,_B,--,0,0
1709,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,--,--,--,--,--,0,0
1710,1,Dual,3,G,24,"3 ,G ,24","Young couples, flats and terraces",UKM2102,00QJ,UKM,_P,SC,0,0
1711,2,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,UKF2202,31UC,UKF,_B,EM,0,0
1712,1,Dual,4,M,43,"4 ,M ,43","Older people, rented terraces",UKL1604,00PK,UKL,_K,WS,0,0
1713,1,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,--,--,UKJ,_J,SE,0,0
1714,1,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKM3800,00RF,UKM,_N,SC,0,0
1715,2,Dual,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,--,--,--,--,--,0,0
1716,1,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKM2701,00RB,UKM,_P,SC,1,1
1718,1,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",UKM3800,00RF,UKM,_N,SC,0,0
1719,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKF,_B,EM,0,0
1720,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ3301,24UB,UKJ,_H,SO,1,1
1721,2,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,--,--,UKF,_B,EM,0,0
1723,1,ElecOnly,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKJ,_J,SE,1,0
1724,1,ElecOnly,3,G,24,"3 ,G ,24","Young couples, flats and terraces",UKM2701,00RB,UKM,_P,--,0,0
1725,1,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKJ3306,24UG,UKJ,_H,SO,0,1
1726,1,Dual,3,H,27,"3 ,H ,27","Middle income, home owning areas",--,--,UKG,_B,WM,0,0
1727,1,ElecOnly,4,K,38,"4 ,K ,38",Low income Asian families,--,--,--,--,--,0,0
1728,2,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKF2305,34UF,UKF,_B,EM,0,0
1731,2,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKF1501,37UB,UKF,_B,EM,0,0
1732,2,Dual,5,O,51,"5 ,O ,51","Single parents and pensioners, council terraces",UKF1301,17UB,UKF,_B,EM,0,0
1733,1,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKM2102,00QJ,UKM,_P,SC,1,1
1734,1,ElecOnly,5,P,54,"5 ,P ,54","Singles and single parents, high-rise estates",--,--,--,--,--,0,0
1735,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKJ2100,00ML,UKJ,_J,SE,0,0
1736,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKG1305,44UF,UKG,_B,WM,0,0
1737,1,Dual,3,J,36,"3 ,J ,36","Older people, flats",UKG3100,00CN,UKG,_E,WM,0,0
1738,1,Dual,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",--,--,UKF,_B,EM,0,0
1739,1,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,UKJ3301,24UB,UKJ,_H,--,1,0
1740,1,ElecOnly,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKM2701,00RB,UKM,_P,--,0,0
1741,1,Dual,5,N,49,"5 ,N ,49","Large families and single parents, many children",UKM2102,00QJ,UKM,_P,SC,1,1
1742,1,ElecOnly,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,UKM2701,00RB,UKM,_P,--,0,0
1743,2,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",--,--,--,--,--,0,0
1744,1,ElecOnly,4,M,43,"4 ,M ,43","Older people, rented terraces",--,--,--,--,--,0,0
1745,1,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",--,--,UKF,_B,EM,0,0
1746,1,ElecOnly,2,F,21,"2 ,F ,21","Singles and sharers, multi-ethnic areas",--,--,UKI,_C,NT,0,0
1747,1,ElecOnly,5,P,53,"5 ,P ,53","Old people, many high-rise flats",--,--,UKL,_K,WS,1,0
1748,1,ElecOnly,3,H,31,"3 ,H ,31",Home owning Asian family areas,--,--,UKF,_B,--,0,0
1749,1,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKG3402,00CS,UKG,_E,WM,0,0
1750,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",UKM2101,00QC,UKM,_P,SC,1,1
1751,2,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKG3300,00CQ,UKG,_B,--,0,0
1752,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF2204,31UE,UKF,_B,WM,0,0
1753,2,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKG2300,00GL,UKG,_E,WM,0,0
1754,1,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKJ2310,43UL,UKJ,_H,SO,1,1
1755,1,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKM2701,00RB,UKM,_P,--,1,0
1756,2,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,UKG3300,00CQ,UKG,_B,WM,0,0
1757,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKF1603,37UJ,UKF,_B,EM,0,0
1758,2,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKF1603,37UJ,UKF,_B,EM,0,0
1759,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKF,_B,EM,0,0
1760,2,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKF1602,37UE,UKF,_B,EM,0,0
1761,1,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKJ2301,43UB,UKJ,_J,SE,0,0
1762,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",UKI2201,00AF,UKI,_J,SE,0,0
1763,2,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKF1603,37UJ,UKF,_B,EM,0,0
1764,1,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKL2104,00PR,UKL,_K,--,0,0
1765,1,Dual,5,N,48,"5 ,N ,48","Families and single parents, semis and terraces",--,--,UKG,_E,WM,0,0
1766,1,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKM3800,00RF,UKM,_N,SC,0,0
1768,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",--,--,--,--,--,0,0
1769,2,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKF1400,00FY,UKF,_B,EM,0,0
1770,1,ElecOnly,5,P,54,"5 ,P ,54","Singles and single parents, high-rise estates",UKM2102,00QJ,UKM,_P,--,0,0
1771,2,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",UKG3300,00CQ,UKG,_B,--,0,0
1772,1,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKL2103,00PP,UKL,_K,--,1,0
1773,1,Dual,4,L,40,"4 ,L ,40",Young working families,--,--,--,--,--,0,0
1774,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,UKM2101,00QC,UKM,_P,--,0,0
1776,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKM1002,00QB,UKM,_P,--,1,0
1777,2,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKF,_B,--,0,0
1778,1,ElecOnly,2,E,19,"2 ,E ,19",Suburban privately renting professionals,UKM2701,00RB,UKM,_P,--,0,0
1779,1,Dual,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKJ2305,43UF,UKJ,_J,--,0,0
1780,1,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",--,--,UKJ,_J,SE,0,0
1781,1,Dual,3,G,24,"3 ,G ,24","Young couples, flats and terraces",UKM3800,00RF,UKM,_N,SC,1,1
1782,1,Dual,3,I,32,"3 ,I ,32",Retired home owners,--,--,UKJ,_J,SE,0,0
1783,2,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,UKF2202,31UC,UKF,_B,--,0,0
1784,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",--,--,UKF,_B,EM,0,0
1785,1,ElecOnly,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKM2102,00QJ,UKM,_P,--,1,0
1786,1,ElecOnly,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKF1503,37UF,UKF,_B,--,0,0
1787,1,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKF2202,31UC,UKF,_B,EM,0,0
1788,1,ElecOnly,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",--,--,--,--,--,1,0
1791,1,ElecOnly,5,O,51,"5 ,O ,51","Single parents and pensioners, council terraces",--,--,UKI,_C,--,0,0
1792,2,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",UKF1100,00FK,UKF,_B,EM,0,0
1793,1,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKJ3301,24UB,UKJ,_H,SO,1,0
1794,1,Dual,2,E,15,"2 ,E ,15","Affluent urban professionals, flats",UKI1103,00AN,UKI,_C,NT,0,0
1795,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,UKJ2310,43UL,UKJ,_H,--,1,0
1796,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,UKM2701,00RB,UKM,_P,--,0,0
1797,1,ElecOnly,3,G,24,"3 ,G ,24","Young couples, flats and terraces",UKM3800,00RF,UKM,_N,SC,0,0
1798,1,Dual,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKJ2305,43UF,UKJ,_J,--,0,0
1799,2,Dual,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,UKF3004,32UE,UKF,_B,EM,0,0
1800,1,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKM2101,00QC,UKM,_P,SC,1,0
1801,1,Dual,5,P,54,"5 ,P ,54","Singles and single parents, high-rise estates",--,--,--,--,--,0,0
1802,1,ElecOnly,4,M,43,"4 ,M ,43","Older people, rented terraces",UKL1604,00PK,UKL,_K,--,0,0
1803,2,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",--,--,UKG,_B,WM,0,0
1804,1,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKJ2308,43UJ,UKJ,_H,SO,0,0
1805,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",UKM2102,00QJ,UKM,_P,SC,0,0
1806,1,ElecOnly,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,--,--,UKF,_B,--,0,0
1807,1,ElecOnly,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF1501,37UB,UKF,_B,--,0,0
1808,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",UKF1501,37UB,UKF,_B,--,0,0
1809,1,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",--,--,UKF,_B,EM,0,0
1810,1,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKJ2402,45UC,UKJ,_J,SE,1,0
1811,1,ElecOnly,4,L,40,"4 ,L ,40",Young working families,--,--,UKM,_P,--,1,0
1812,2,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",--,--,--,--,--,0,0
1814,1,ElecOnly,5,N,47,"5 ,N ,47","Low income families, terraced estates",UKL1605,00PL,UKL,_K,--,1,0
1815,1,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKG2402,41UC,UKG,_B,EM,0,0
1816,1,Dual,5,N,46,"5 ,N ,46","Low income, routine jobs, terraces and flats",--,--,UKF,_B,EM,0,0
1817,2,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",UKF1603,37UJ,UKF,_B,EM,0,0
1818,1,ElecOnly,5,P,54,"5 ,P ,54","Singles and single parents, high-rise estates",UKM2701,00RB,UKM,_P,--,1,0
1819,1,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKJ2308,43UJ,UKJ,_H,SO,1,1
1820,2,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",--,--,UKG,_B,--,0,0
1821,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKG2407,41UH,UKG,_E,WM,0,0
1823,1,Dual,5,N,44,"5 ,N ,44","Low income larger families, semis",UKG3100,00CN,UKG,_E,WM,0,0
1824,1,ElecOnly,2,E,19,"2 ,E ,19",Suburban privately renting professionals,--,--,--,--,--,0,0
1825,1,ElecOnly,4,M,43,"4 ,M ,43","Older people, rented terraces",UKL1503,00PF,UKL,_K,--,0,0
1827,1,Dual,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKM2102,00QJ,UKM,_P,SC,1,0
1828,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,--,--,UKF,_B,EM,0,0
1830,1,Dual,3,J,36,"3 ,J ,36","Older people, flats",--,--,--,--,--,0,0
1831,1,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,--,--,UKF,_B,EM,0,0
1832,2,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKF2302,34UC,UKF,_B,EM,0,0
1833,1,Dual,2,F,20,"2 ,F ,20",Student flats and cosmopolitan sharers,--,--,--,--,--,0,0
1834,1,Dual,4,M,43,"4 ,M ,43","Older people, rented terraces",UKG3100,00CN,UKG,_E,WM,0,0
1835,1,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,UKJ3301,24UB,UKJ,_H,--,1,0
1836,1,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKJ2308,43UJ,UKJ,_H,SO,1,1
1837,1,Dual,3,J,36,"3 ,J ,36","Older people, flats",--,--,UKG,_E,WM,0,0
1838,1,ElecOnly,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,UKJ2303,43UD,UKJ,_J,SE,1,0
1839,1,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKJ3302,24UC,UKJ,_H,SO,1,1
1840,1,Dual,3,I,32,"3 ,I ,32",Retired home owners,UKJ2205,21UF,UKJ,_J,SE,0,0
1841,1,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKI2201,00AF,UKI,_J,SE,0,0
1844,1,Dual,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKJ,_J,SE,0,0
1845,1,ElecOnly,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKM2701,00RB,UKM,_P,--,1,0
1846,1,ElecOnly,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKJ3306,24UG,UKJ,_H,--,1,0
1847,1,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,UKJ2310,43UL,UKJ,_H,--,1,1
1848,1,ElecOnly,3,H,31,"3 ,H ,31",Home owning Asian family areas,UKI2202,00AH,UKI,_J,SE,0,0
1849,2,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,UKG1302,44UC,UKG,_B,--,0,0
1850,1,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKL1604,00PK,UKL,_K,WS,1,1
1851,2,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,UKF1502,37UC,UKF,_B,--,0,0
1852,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",UKL2103,00PP,UKL,_K,--,0,0
1853,1,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKG3100,00CN,UKG,_E,WM,0,0
1854,2,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKG3200,00CT,UKG,_E,WM,0,0
1855,1,ElecOnly,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,UKJ3301,24UB,UKJ,_H,--,1,0
1856,1,Dual,2,F,20,"2 ,F ,20",Student flats and cosmopolitan sharers,--,--,--,--,--,0,1
1857,1,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",--,--,UKF,_B,EM,0,0
1858,2,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKF2303,34UD,UKF,_B,EM,0,0
1859,1,Dual,5,N,47,"5 ,N ,47","Low income families, terraced estates",--,--,UKJ,_J,SE,0,0
